disorder name 	icd-10 code	source
calcul renal 	N20.9	wikidata
calcul rénal 	N20.9	wikidata
lithiase rénal 	N20.9	wikidata
maladie de le pierre 	N20.9	wikidata
néphrolithiase 	N20.9	wikidata
urolithiase 	N20.9	wikidata
stérilité humain 	N46	wikidata
stérilité 	N46	wikidata
sterilite humain 	N46	wikidata
trouble obsessionnel compulsif 	F42	wikidata
toc 	F42	wikidata
trouble obsessionnel-compulsif 	F42	wikidata
troubles obsessionnel 	F42	wikidata
troubles obsessionnel compulsif 	F42	wikidata
charbon 	A22.9	wikidata
anthrax ophtalmique 	A22.9	wikidata
maladie de charbon 	A22.9	wikidata
décapitation 	S18	wikidata
décapiter 	S18	wikidata
décollation 	S18	wikidata
déficit en hormone de croissance 	E23.0	wikidata
nanisme hypophysaire 	E23.0	wikidata
syndrome de tolosa-hunt 	G44.850	wikidata
ophtalmoplégie douloureux 	G44.850	wikidata
paraphilie 	F65	wikidata
déviance sexuel 	F65	wikidata
déviation sexuel 	F65	wikidata
déviation sexuel 	F65	wikidata
éxobiophilie 	F65	wikidata
perversion sexuel 	F65	wikidata
perversion sexuel 	F65	wikidata
phénobarbital 	T42.3	wikidata
1400-48-2 	T42.3	wikidata
50-06-6 	T42.3	wikidata
54840-95-8 	T42.3	wikidata
57-30-7 	T42.3	wikidata
7645-06-9 	T42.3	wikidata
gardénal 	T42.3	wikidata
phenobarbital 	T42.3	wikidata
buprénorphine 	R52	wikidata
sub 	R52	wikidata
52485-79-7 	R52	wikidata
buprenorphine 	R52	wikidata
c29h41no4 	R52	wikidata
suboxone 	R52	wikidata
subu 	R52	wikidata
subutex 	R52	wikidata
intoxication à mercure 	T56.1	wikidata
aspect toxicologique de mercure 	T56.1	wikidata
hydrargyrie 	T56.1	wikidata
hydrargyrisme 	T56.1	wikidata
intoxication de mercure 	T56.1	wikidata
intoxication mercuriel 	T56.1	wikidata
ivresse 	F10.0	wikidata
ébriété 	F10.0	wikidata
ivre 	F10.0	wikidata
saoul 	F10.0	wikidata
cicatrice 	L90.5	wikidata
balafre 	L90.5	wikidata
métoprolol 	I49.4	wikidata
37350-58-6 	I49.4	wikidata
51384-51-1 	I49.4	wikidata
81024-42-2 	I49.4	wikidata
81024-43-3 	I49.4	wikidata
betaloc 	I49.4	wikidata
c15h25no3 	I49.4	wikidata
lopresor 	I49.4	wikidata
metoprolol 	I49.4	wikidata
vérapamil 	I49.4	wikidata
36622-29-4 	I49.4	wikidata
38321-02-7 	I49.4	wikidata
52-53-9 	I49.4	wikidata
c27h38n2o4 	I49.4	wikidata
verapamil 	I49.4	wikidata
néostigmine 	Y55.1	wikidata
59-99-4 	Y55.1	wikidata
choc circulatoire 	R57	wikidata
insuffisance circulatoire aigu 	R57	wikidata
hypertension artériel pulmonaire 	I27.2	wikidata
htap 	I27.2	wikidata
hypertension arterielle pulmonaire 	I27.2	wikidata
hypertension pulmonaire 	I27.2	wikidata
œdème de quincke 	T78.3	wikidata
quincke 	T78.3	wikidata
angio- oedeme 	T78.3	wikidata
angio- oedème 	T78.3	wikidata
angioedème 	T78.3	wikidata
oedeme de quincke 	T78.3	wikidata
oedème de quincke 	T78.3	wikidata
œdeme de quincke 	T78.3	wikidata
quincke 	T78.3	wikidata
goutte 	M10.9	wikidata
arthrite goutteux 	M10.9	wikidata
chiragre 	M10.9	wikidata
crise de goutte 	M10.9	wikidata
crise goutteux 	M10.9	wikidata
maladie goutteux 	M10.9	wikidata
podagre 	M10.9	wikidata
tumeur 	D48	wikidata
masse 	D48	wikidata
angiome 	D18	wikidata
angiome 	D18	wikidata
c12h19n2o2 	Y55.1	wikidata
neostigmine 	Y55.1	wikidata
céphalexine 	J85	wikidata
15686-71-2 	J85	wikidata
c16h17n3o4s 	J85	wikidata
céfalexine 	J85	wikidata
cephalexine 	J85	wikidata
polydiméthylsiloxane 	K21	wikidata
n 	K21	wikidata
63148-62-9 	K21	wikidata
amodiméthicone 	K21	wikidata
amodimétichone 	K21	wikidata
diméthicone 	K21	wikidata
diméthyl-polysiloxane 	K21	wikidata
diméthylpolysiloxane 	K21	wikidata
dimétichone 	K21	wikidata
diméticone 	K21	wikidata
e900 	K21	wikidata
pmds 	K21	wikidata
poly 	K21	wikidata
polydimethylsiloxane 	K21	wikidata
syndrome de alcoolisation foetal 	Q86.0	wikidata
alcoolisme foetal 	Q86.0	wikidata
exposition prénatal à le alcool 	Q86.0	wikidata
syndrome de alcoolisme foetal 	Q86.0	wikidata
maladie de sirop de érable 	E71.0	wikidata
leucinose 	E71.0	wikidata
syndrome de aicardi-goutière 	G31.8	wikidata
syndrome de aicardi-goutiere 	G31.8	wikidata
syndrome de aicardi 	Q04.0	wikidata
luminal 	T42.3	wikidata
grossesse extra-utérin 	O00.9	wikidata
geu 	O00.9	wikidata
grossesse ectopique 	O00.9	wikidata
grossesse extra-uterin 	O00.9	wikidata
grossesse tubaire 	O00.9	wikidata
érysipèle 	A46	wikidata
érésipèle 	A46	wikidata
fétichisme sexuel 	F65	wikidata
othophilie 	F65	wikidata
amblyopie 	H53.00	wikidata
amblyope 	H53.00	wikidata
syncope 	R55	wikidata
samba 	R55	wikidata
vitiligo 	L80	wikidata
leucodermie 	L80	wikidata
achromie 	L80	wikidata
fracture de bennett 	S62.2	wikidata
fracture articulaire de le base de 1er métacarpien 	S62.2	wikidata
daltonisme 	H53.50	wikidata
daltonien 	H53.50	wikidata
deutéranomalie 	H53.50	wikidata
deutéranope 	H53.50	wikidata
deutéranopie 	H53.50	wikidata
dischromatopsie 	H53.50	wikidata
dyschromatopsie 	H53.50	wikidata
protanomalie 	H53.50	wikidata
protanope 	H53.50	wikidata
protanopie 	H53.50	wikidata
tritanomalie 	H53.50	wikidata
tritanopie 	H53.50	wikidata
fièvre hémorragique de crimée-congo 	A98.0	wikidata
fievre de congo- crimee 	A98.0	wikidata
fièvre de congo- crimée 	A98.0	wikidata
mésothéliome 	C45	wikidata
cancer de le plèvre 	C45	wikidata
mesotheliome 	C45	wikidata
syndrome de christ-siemens-touraine 	Q82.4	wikidata
hyperlipémie 	E78	wikidata
hyperlipemie 	E78	wikidata
hyperlipidémie 	E78	wikidata
hyperlipoprotéinémie 	E78	wikidata
lymphocytopénie cd4 idiopathique 	D72.8	wikidata
lymphocytopenie cd4 idiopathique 	D72.8	wikidata
trouble de le personnalité borderlin 	F60.3	wikidata
tpb 	F60.3	wikidata
état limiter 	F60.3	wikidata
border line 	F60.3	wikidata
cas-limite 	F60.3	wikidata
état-limite 	F60.3	wikidata
personnalité borderlin 	F60.3	wikidata
personnalite limiter 	F60.3	wikidata
personnalité limiter 	F60.3	wikidata
trouble de le personnalite borderlin 	F60.3	wikidata
trouble de le personnalite limiter 	F60.3	wikidata
trouble de personnalité limiter 	F60.3	wikidata
hépatite 	K73.9	wikidata
hepatite 	K73.9	wikidata
hépatite chronique 	K73.9	wikidata
hépatite 	K73.9	wikidata
polyradiculonévrite chronique 	G61.81	wikidata
polyradiculonévrite chronique 	G61.81	wikidata
insuffisance veineux 	I87.2	wikidata
insuffisance veineux chronique 	I87.2	wikidata
leucémie lymphoïde chronique 	C91.10	wikidata
leucemie lymphoide chronique 	C91.10	wikidata
scarlatine 	A38.9	wikidata
2ème maladie 	A38.9	wikidata
deuxième maladie 	A38.9	wikidata
fièvre écarlate 	A38.9	wikidata
fièvre scarlatin 	A38.9	wikidata
helicobacter pylori 	B96.81	wikidata
campylobacter pyloridis 	B96.81	wikidata
h pylori 	B96.81	wikidata
fracture de jefferson 	S12.0	wikidata
fracture de le atlas 	S12.0	wikidata
maladie de guillain barrer 	G61.0	wikidata
maladie de guillain-barré 	G61.0	wikidata
paralysie ascendant de landry 	G61.0	wikidata
polynévrite aigu idiopathique 	G61.0	wikidata
polynévropathie aigu inflammatoire démyélinisante 	G61.0	wikidata
polyradiculonévrite aigu idiopathique 	G61.0	wikidata
syndrome de guillain-barre 	G61.0	wikidata
syndrome de guillain-barré-strohl 	G61.0	wikidata
syndrome guillain-barré 	G61.0	wikidata
psychose maniaco depressive 	F31.9	wikidata
psychose maniaco- depressif 	F31.9	wikidata
psychose maniaco- dépressif 	F31.9	wikidata
troubles bipolaire 	F31.9	wikidata
troubles bipolaire 	F31.9	wikidata
hernie 	K44	wikidata
sac herniaire 	K44	wikidata
strabisme 	H50.89	wikidata
esotropie 	H50.89	wikidata
ésotropie 	H50.89	wikidata
exotropie 	H50.89	wikidata
loucher 	H50.89	wikidata
phorie 	H50.89	wikidata
strabisme convergent 	H50.89	wikidata
strabisme divergent 	H50.89	wikidata
dysentrie 	A06.0	wikidata
amabiase 	A06.0	wikidata
dysentérie 	A06.0	wikidata
dysenterie amibien 	A06.0	wikidata
dysenterie bacillaire 	A06.0	wikidata
hallucination 	R44	wikidata
hallucination 	R44	wikidata
insuffisance cardiaque 	I50	wikidata
défaillance cardiaque 	I50	wikidata
insuffisance cardique 	I50	wikidata
insuffisance coronaire 	I50	wikidata
insuffisance ventriculaire gauche 	I50	wikidata
syringomyélie 	Q06.4	wikidata
maladie de morvan 	Q06.4	wikidata
panaris analgésique 	Q06.4	wikidata
dermite périoral 	L71.0	wikidata
dermatite péri-oral 	L71.0	wikidata
urétrite 	N34.2	wikidata
uréthrite 	N34.2	wikidata
uretrite 	N34.2	wikidata
syndrome de avance de phase de sommeil 	G47.2	wikidata
saps 	G47.2	wikidata
pityriasis roser de gibert 	L42	wikidata
pityriasis rose de gibert 	L42	wikidata
pityriasis rosea 	L42	wikidata
anomalie congénital de le glycosylation 	E77.8	wikidata
anomalie congenital de le glycosylation 	E77.8	wikidata
cdg syndrome 	E77.8	wikidata
congenital disorders of glycosylation 	E77.8	wikidata
parésie 	G83	wikidata
paresie 	G83	wikidata
syndrome de holt-oram 	Q87.2	wikidata
dysplasie atrio- digital type 1 	Q87.2	wikidata
syndrome de klinefelter 	Q98.4	wikidata
maladie de klinefelter 	Q98.4	wikidata
gueule de bois 	G44.83	wikidata
avoir mal à cheveux 	G44.83	wikidata
biture 	G44.83	wikidata
mal à cheveux 	G44.83	wikidata
veisalgie 	G44.83	wikidata
mononucléose infectieux 	B27.9	wikidata
maladie de baiser 	B27.9	wikidata
mni 	B27.9	wikidata
mononucléose 	B27.9	wikidata
syndrome de crigler najjar 	E80.5	wikidata
maladie de crigler najjar 	E80.5	wikidata
maladie de crigler-najjar 	E80.5	wikidata
syndrôme de crigler najjar 	E80.5	wikidata
drusen 	H47.3	wikidata
drusens retinens 	H47.3	wikidata
druses 	H47.3	wikidata
poignée de amour 	E66	wikidata
poignée de amour 	E66	wikidata
rétrécissement mitral 	Q23.2	wikidata
sténose mitral 	Q23.2	wikidata
syndrome de ehlers-danlo 	Q79.6	wikidata
sed 	Q79.6	wikidata
elher-danlos 	Q79.6	wikidata
paralysie facial avoir frigore 	G51.0	wikidata
paralysie de bell 	G51.0	wikidata
névralgie 	M79.2	wikidata
névralgie 	M79.2	wikidata
rachialgie 	M79.2	wikidata
onchocercose 	B73	wikidata
cécité de rivière 	B73	wikidata
dysfonction sexuel 	R37	wikidata
dysfonctionnement sexuel 	R37	wikidata
trouble sexuel 	R37	wikidata
névralgie de trijumeau 	G50.0	wikidata
nevralgie de trijumeau 	G50.0	wikidata
névralgie essentiel de trijumeau 	G50.0	wikidata
névralgie trigéminal 	G50.0	wikidata
hypernatrémie 	E87.0	wikidata
hypernatremie 	E87.0	wikidata
épilepsie partiel continuer 	G40.1	wikidata
epilepsie partiel continuer 	G40.1	wikidata
syndrome de cornelia de lange 	Q87.1	wikidata
pica 	F98.3	wikidata
maladie de pica 	F98.3	wikidata
irinotécan 	C21	wikidata
irinotecan 	C21	wikidata
méthyldopa 	I15	wikidata
555-30-6 	I15	wikidata
c10h13no4 	I15	wikidata
galantamine 	G90.9	wikidata
c17h21no3 	G90.9	wikidata
357-70-0 	G90.9	wikidata
tégafur 	L20.8	wikidata
c9h10fno3 	L20.8	wikidata
benzoate de benzyle 	B85	wikidata
120-51-4 	B85	wikidata
tétralogie de fallot 	Q21.3	wikidata
tetralogie de fallot 	Q21.3	wikidata
syndrome de claude bernard-horner 	G90.2	wikidata
claude bernard horner 	G90.2	wikidata
scbh 	G90.2	wikidata
syndrome de claude-bernard-horner 	G90.2	wikidata
syndrome de horner 	G90.2	wikidata
fracture mandibulaire 	S02.6	wikidata
fracture de le mandibule 	S02.6	wikidata
fracture de le mâchoire 	S02.6	wikidata
mydriase 	H57.0	wikidata
dilatation de le pupille 	H57.0	wikidata
mydriatique 	H57.0	wikidata
grosseur 	D48	wikidata
maladie tumoral 	D48	wikidata
tissu tumoral 	D48	wikidata
tuméfaction 	D48	wikidata
tumoral 	D48	wikidata
syndrome de cowden 	Q85.8	wikidata
maladie de cowden 	Q85.8	wikidata
ressaut de hanche 	M76.1	wikidata
coxa saltans 	M76.1	wikidata
hanche à ressaut 	M76.1	wikidata
hanche à ressort 	M76.1	wikidata
maladie de perrin-ferraton 	M76.1	wikidata
balanite 	N48.1	wikidata
balanoposthite 	N48.1	wikidata
lymphome non hodgkinien 	C85	wikidata
lymphome non- hodgkinien 	C85	wikidata
oligoamnios 	O41.00	wikidata
oligo- hydramnios 	O41.00	wikidata
oligohydramnios 	O41.00	wikidata
maladie périodique 	E85.0	wikidata
fièvre méditerranéen familial 	E85.0	wikidata
maladie periodique 	E85.0	wikidata
intoxication par le eau 	E87.7	wikidata
empoisonnement à le eau 	E87.7	wikidata
hyperhydratation 	E87.7	wikidata
valvulopathie cardiaque 	Q278	wikidata
insuffisance valvulaire 	Q278	wikidata
valvulopathie 	Q278	wikidata
valvulopathies 	Q278	wikidata
valvulopathies cardiaque 	Q278	wikidata
syndrome de bywater 	T79.5	wikidata
crush syndrome 	T79.5	wikidata
syndrome de écrasement 	T79.5	wikidata
chéloïde 	L91.0	wikidata
cheloide 	L91.0	wikidata
chéloide 	L91.0	wikidata
cicatrice chéloïde 	L91.0	wikidata
cicatrice hypertrophique 	L91.0	wikidata
hypospadias 	Q54.9	wikidata
hypospadie 	Q54.9	wikidata
cancer de le bouche 	C04.9	wikidata
cancer de le cavité buccal 	C04.9	wikidata
leucorrhée 	N89.8	wikidata
leucorrhee 	N89.8	wikidata
perte blanc 	N89.8	wikidata
perte blanc 	N89.8	wikidata
delirium tremens 	F10.4	wikidata
delirium 	F10.4	wikidata
délirium tremens 	F10.4	wikidata
délirium trémens 	F10.4	wikidata
syndrome de fatigue chronique 	R53.82	wikidata
encéphalomyélite myalgique 	R53.82	wikidata
encéphalomyélite myalgique bénin 	R53.82	wikidata
fatigue chronique 	R53.82	wikidata
acanthosis nigricans 	L83	wikidata
exénatide 	E11	wikidata
141758-74-9 	E11	wikidata
c184h282n50o60s 	E11	wikidata
exenatide 	E11	wikidata
desloratadine 	L50.1	wikidata
100643-71-8 	L50.1	wikidata
aerius 	L50.1	wikidata
c19h19cln2 	L50.1	wikidata
fièvre aphteux 	B08.8	wikidata
fievre aphteux 	B08.8	wikidata
toxicomanie 	F19	wikidata
accro 	F19	wikidata
toxicomane 	F19	wikidata
toxicomane 	F19	wikidata
toxicomaniaque 	F19	wikidata
trouble induire par un substance 	F19	wikidata
syndrome de marfan 	Q87.40	wikidata
maladie de marfan 	Q87.40	wikidata
verrue génital 	A63.0	wikidata
condylome 	A63.0	wikidata
condylome génital 	A63.0	wikidata
tpl 	F60.3	wikidata
trouble de le personnalité limiter 	F60.3	wikidata
lymphome 	C85.9	wikidata
cancer de ganglion 	C85.9	wikidata
cancer lymphatique 	C85.9	wikidata
lymphosarcome 	C85.9	wikidata
carie dentaire 	K02.9	wikidata
cariogènique 	K02.9	wikidata
mal de dent 	K02.9	wikidata
carcinome hépatocellulaire 	C22.0	wikidata
cancer primitif de foie 	C22.0	wikidata
carcinome hépato- cellulaire 	C22.0	wikidata
hépatocarcinome 	C22.0	wikidata
lichen simplex chronique 	L28.0	wikidata
lichen simplex chronicus 	L28.0	wikidata
lichénification 	L28.0	wikidata
eczéma nummulaire 	L30.0	wikidata
dermatite discoïde 	L30.0	wikidata
dermatite nummulaire 	L30.0	wikidata
dermite nummulaire 	L30.0	wikidata
dermatite herpétiforme 	L13.0	wikidata
dermatite herpetiforme 	L13.0	wikidata
éructation 	R14	wikidata
rot 	R14	wikidata
burp 	R14	wikidata
eructation 	R14	wikidata
migraine 	G43.909	wikidata
migraine 	G43.909	wikidata
érythème 	L54	wikidata
rougeur 	L54	wikidata
membre fantôme 	G54.7	wikidata
membre fantome 	G54.7	wikidata
membre fantome 	G54.7	wikidata
membre fantôme 	G54.7	wikidata
insuffisance hépatique aigu 	K72	wikidata
hépatite fulminans 	K72	wikidata
hepatite fulminant 	K72	wikidata
hépatite fulminant 	K72	wikidata
mucoviscidose 	E84.9	wikidata
fibrose cystique 	E84.9	wikidata
fibrose kystique 	E84.9	wikidata
fibrose kystique de pancréas 	E84.9	wikidata
fybrose kystique 	E84.9	wikidata
muco 	E84.9	wikidata
mucovicidose 	E84.9	wikidata
mucovisidose 	E84.9	wikidata
infirmité moteur cérébral 	G80.9	wikidata
imoc 	G80.9	wikidata
infirme moteur cérébral 	G80.9	wikidata
infirmité de origine cérébral 	G80.9	wikidata
infirmite moteur cerebrale 	G80.9	wikidata
diphtérie 	A36	wikidata
antidiphtérique 	A36	wikidata
diphterie 	A36	wikidata
bordetella bronchiseptica 	A37.8	wikidata
insuffisance hepatique aigue 	K72	wikidata
insuffisance hépatique aigue 	K72	wikidata
syndrome de défaillance multiviscéral 	R65.1	wikidata
défaillance multi-viscéral 	R65.1	wikidata
défaillance multisystémique 	R65.1	wikidata
défaillance multiviscéral 	R65.1	wikidata
fièvre fluvial de japon 	A75.3	wikidata
fievre fluvial de japon 	A75.3	wikidata
tsutsugamushi 	A75.3	wikidata
lymphome de hodgkin 	C81.9	wikidata
lymphome hodgkinien 	C81.9	wikidata
lymphomes hodgkinien 	C81.9	wikidata
maladie de hodgkin 	C81.9	wikidata
maladie de hodgkin 	C81.9	wikidata
sclérose latéral amyotrophique 	G12.21	wikidata
maladie de charcot 	G12.21	wikidata
maladie de lou-gehrig 	G12.21	wikidata
cancer de le prostate 	C61	wikidata
tumeur de le prostate 	C61	wikidata
tumeur de le prostate 	C61	wikidata
alopécie 	L65.9	wikidata
effluvium télogène 	L65.9	wikidata
calvitie 	L65.9	wikidata
chute de cheveux 	L65.9	wikidata
comportement passif-agressif 	F60.8	wikidata
passif agressif 	F60.8	wikidata
passif-agressif 	F60.8	wikidata
personnalité passive-agressif 	F60.8	wikidata
fasciite nécrosant 	M72.6	wikidata
bactérie mangeur de chair 	M72.6	wikidata
dermo- hypodermit nécrosant 	M72.6	wikidata
fasciite necrosante 	M72.6	wikidata
mangeur de chair 	M72.6	wikidata
maladie de berger 	N02.8	wikidata
néphropathie à ig avoir 	N02.8	wikidata
néphropathie à iga 	N02.8	wikidata
incontinence fécal 	R15	wikidata
incontinence fecal 	R15	wikidata
cycloplégie 	H52.52	wikidata
cycloplegie 	H52.52	wikidata
sepsis 	R65.21	wikidata
infection de sang 	R65.21	wikidata
pancréatine 	K86.0	wikidata
pancreatine 	K86.0	wikidata
chloracné 	L70.8	wikidata
acné chlorique 	L70.8	wikidata
dysthymie 	F34.1	wikidata
irritabilité 	F34.1	wikidata
syndrome de alström 	Q87.8	wikidata
syndrome de alstrom 	Q87.8	wikidata
tularémie 	A21	wikidata
tularemie 	A21	wikidata
hépatite c 	B19.20	wikidata
hepatite c 	B19.20	wikidata
méthotrexate 	C34	wikidata
59-05-2 	C34	wikidata
c20h22n8o5 	C34	wikidata
methotrexate 	C34	wikidata
mtx 	C34	wikidata
oxaliplatine 	C21	wikidata
63121-00-6 	C21	wikidata
c8h14n2o4pt 	C21	wikidata
mélanome 	C43	wikidata
melanome 	C43	wikidata
mélanome malin 	C43	wikidata
angine de poitrine 	I20	wikidata
angor 	I20	wikidata
prolapsus utérin 	N81.4	wikidata
hystérocèle 	N81.4	wikidata
rachitisme 	E55.0	wikidata
le rachitisme 	E55.0	wikidata
voyeurisme 	F65.3	wikidata
voyeuriste 	F65.3	wikidata
intoxication à le digoxine 	T46.0	wikidata
intoxication par le digitalique 	T46.0	wikidata
tabagisme 	Z72.0	wikidata
dépendance tabagique 	Z72.0	wikidata
le tabagisme 	Z72.0	wikidata
pyridostigmine 	Y55.1	wikidata
155-97-5 	Y55.1	wikidata
c9h13n2o2 	Y55.1	wikidata
tétracaïne 	Z01.1	wikidata
c15h24n2o2 	Z01.1	wikidata
94-24-6 	Z01.1	wikidata
tetracaine 	Z01.1	wikidata
capécitabine 	C20	wikidata
154361-50-9 	C20	wikidata
c15h22fn3o6 	C20	wikidata
capecitabine 	C20	wikidata
dystocie de épaule 	O66.0	wikidata
dystocie 	O66.0	wikidata
dystocie de epaule 	O66.0	wikidata
dystocie osseux 	O66.0	wikidata
acrodermatite chronique atrophiant 	L90.4	wikidata
acrodermatitis chronica atrophican 	L90.4	wikidata
maladie de pick-herxheimer 	L90.4	wikidata
acroparesthésie 	I73.8	wikidata
acroparésie 	I73.8	wikidata
acroparesthesie 	I73.8	wikidata
akroparästhesie 	I73.8	wikidata
anévrisme intracrânien 	I67.1	wikidata
anévrisme cérébral 	I67.1	wikidata
anevrisme intra-cranien 	I67.1	wikidata
anévrisme intra-crânien 	I67.1	wikidata
anévrysme cérébral 	I67.1	wikidata
anévrysme intra-crânien 	I67.1	wikidata
histiocytofibrome 	D23	wikidata
dermatofibrome 	D23	wikidata
histiocytome fibreux bénin 	D23	wikidata
trouble de habitude et de impulsion 	F63.9	wikidata
troubles de contrôle de impulsion 	F63.9	wikidata
hypertélorisme 	Q75.2	wikidata
hypertelorisme 	Q75.2	wikidata
hypertension artériel malin 	I10	wikidata
urgence hypertensif 	I10	wikidata
ostéoarthropathie hypertrophiant 	M89.4	wikidata
ostéoarthropathie hypertrophiante pneumique 	M89.4	wikidata
syndrome pierre-marie 	M89.4	wikidata
hypoplasie de coeur gauche 	Q23.4	wikidata
shcg 	Q23.4	wikidata
hématochézie 	k62.9	wikidata
hematochezie 	k62.9	wikidata
hémochésie 	k62.9	wikidata
hémochézie 	k62.9	wikidata
hémoglobinopathie 	D58.2	wikidata
hemoglobinopathie 	D58.2	wikidata
trouble de déficit de le attention 	F90	wikidata
adhd 	F90	wikidata
ostéochondrite 	M93.9	wikidata
osteochondrite 	M93.9	wikidata
ostéochondrose 	M93.9	wikidata
granulomatose de wegener 	M31.30	wikidata
maladie de wegener 	M31.30	wikidata
