disorder name 	icd-10 code	source
insuffisances rénale aigus	n17	lexiqueorg
insuffisances rénale aiguë	n17	lexiqueorg
insuffisances rénale aigu	n17	lexiqueorg
insuffisances rénale aigue	n17	lexiqueorg
insuffisances rénaux aigu	n17	lexiqueorg
insuffisances rénaux aiguës	n17	lexiqueorg
insuffisances rénaux aigues	n17	lexiqueorg
insuffisances rénaux aigus	n17	lexiqueorg
insuffisances rénaux aiguë	n17	lexiqueorg
insuffisances rénaux aigu	n17	lexiqueorg
insuffisances rénaux aigue	n17	lexiqueorg
insuffisances rénales aigu	n17	lexiqueorg
insuffisances rénales aiguës	n17	lexiqueorg
insuffisances rénales aigues	n17	lexiqueorg
insuffisances rénales aigus	n17	lexiqueorg
insuffisances rénales aiguë	n17	lexiqueorg
insuffisances rénales aigu	n17	lexiqueorg
insuffisances rénales aigue	n17	lexiqueorg
pseudo-folliculite de la barbe	l73.1	lexiqueorg
brulures 1er degre ou degre	t31.50	lexiqueorg
ressaut de hanche	m76.1	lexiqueorg
ressaut de hanche	m76.1	lexiqueorg
ressaut de hanches	m76.1	lexiqueorg
ressaut de hanche	m76.1	lexiqueorg
ressaut de hanche	m76.1	lexiqueorg
ressaut de hanches	m76.1	lexiqueorg
ressaut des hanche	m76.1	lexiqueorg
ressaut des hanche	m76.1	lexiqueorg
ressaut des hanches	m76.1	lexiqueorg
ressauts de hanche	m76.1	lexiqueorg
ressauts de hanche	m76.1	lexiqueorg
ressauts de hanches	m76.1	lexiqueorg
ressauts de hanche	m76.1	lexiqueorg
ressauts de hanche	m76.1	lexiqueorg
ressauts de hanches	m76.1	lexiqueorg
ressauts des hanche	m76.1	lexiqueorg
ressauts des hanche	m76.1	lexiqueorg
ressauts des hanches	m76.1	lexiqueorg
ressaut de hanche	m76.1	lexiqueorg
ressaut de hanche	m76.1	lexiqueorg
ressaut de hanches	m76.1	lexiqueorg
ressaut de hanche	m76.1	lexiqueorg
ressaut de hanche	m76.1	lexiqueorg
ressaut de hanches	m76.1	lexiqueorg
ressaut des hanche	m76.1	lexiqueorg
ressaut des hanche	m76.1	lexiqueorg
ressaut des hanches	m76.1	lexiqueorg
problème sexuel relationnel hétérosexualité	f66.20	lexiqueorg
myocardite idiopathique à cellules géantes	i40.8	lexiqueorg
lésion traumatique de muscles et de tendons postérieurs au niveau de la cuisse	s76.3	lexiqueorg
maladie du motoneurone	g12.2	lexiqueorg
maladie du motoneurone	g12.2	lexiqueorg
maladie devoir motoneurone	g12.2	lexiqueorg
maladie devoir motoneurone	g12.2	lexiqueorg
maladie devoir motoneurone	g12.2	lexiqueorg
maladie devoir motoneurone	g12.2	lexiqueorg
maladie devoirs motoneurone	g12.2	lexiqueorg
maladie devoirs motoneurone	g12.2	lexiqueorg
maladie du motoneurone	g12.2	lexiqueorg
maladie du motoneurone	g12.2	lexiqueorg
maladie devoir motoneurone	g12.2	lexiqueorg
maladie devoir motoneurone	g12.2	lexiqueorg
maladie devoir motoneurone	g12.2	lexiqueorg
maladie devoir motoneurone	g12.2	lexiqueorg
maladie devoirs motoneurone	g12.2	lexiqueorg
maladie devoirs motoneurone	g12.2	lexiqueorg
maladies du motoneurone	g12.2	lexiqueorg
maladies du motoneurone	g12.2	lexiqueorg
maladies devoir motoneurone	g12.2	lexiqueorg
maladies devoir motoneurone	g12.2	lexiqueorg
maladies devoir motoneurone	g12.2	lexiqueorg
maladies devoir motoneurone	g12.2	lexiqueorg
maladies devoirs motoneurone	g12.2	lexiqueorg
maladies devoirs motoneurone	g12.2	lexiqueorg
oreillon	b26.9	lexiqueorg
oreillons	b26.9	lexiqueorg
oesophage	d13.0	lexiqueorg
oesophages	d13.0	lexiqueorg
oesophage	d13.0	lexiqueorg
travail et accouchement compliqués de lésions vasculaires du cordon	o69.5	lexiqueorg
fracture de la diaphyse fémorale fracture fermée	s72.30	lexiqueorg
vulvite subaiguë et chronique	n76.3	lexiqueorg
infarctus cérébral dû à une thrombose des artères cérébrales	i63.3	lexiqueorg
syndrome de dumping	k91.1	lexiqueorg
syndrome de dumping	k91.1	lexiqueorg
syndrome de dumping	k91.1	lexiqueorg
syndrome de dumping	k91.1	lexiqueorg
syndrome des dumping	k91.1	lexiqueorg
syndrome des dumping	k91.1	lexiqueorg
syndrome de dumping	k91.1	lexiqueorg
syndrome de dumping	k91.1	lexiqueorg
syndrome de dumping	k91.1	lexiqueorg
syndrome de dumping	k91.1	lexiqueorg
syndrome des dumping	k91.1	lexiqueorg
syndrome des dumping	k91.1	lexiqueorg
syndromes de dumping	k91.1	lexiqueorg
syndromes de dumping	k91.1	lexiqueorg
syndromes de dumping	k91.1	lexiqueorg
syndromes de dumping	k91.1	lexiqueorg
syndromes des dumping	k91.1	lexiqueorg
syndromes des dumping	k91.1	lexiqueorg
obstructions de l'intestin	k56.49	lexiqueorg
rétention fécal	k59.00	lexiqueorg
rétention fécale	k59.00	lexiqueorg
rétention fécal	k59.00	lexiqueorg
rétention fécales	k59.00	lexiqueorg
rétention fécaux	k59.00	lexiqueorg
rétention fécal	k59.00	lexiqueorg
rétention fécale	k59.00	lexiqueorg
rétention fécal	k59.00	lexiqueorg
rétention fécales	k59.00	lexiqueorg
rétention fécaux	k59.00	lexiqueorg
entorse	t14.3	lexiqueorg
entorses	t14.3	lexiqueorg
entorse	t14.3	lexiqueorg
choree fibrillaire de morvan	g60.8	lexiqueorg
panniculite affectant le cou et le dos	m54.08	lexiqueorg
présence d'opiacé dans le sang	r78.1	lexiqueorg
filariose à brugia malayi	b74.1	lexiqueorg
douleur psychogène	f45.4	lexiqueorg
douleur psychogène	f45.4	lexiqueorg
douleur psychogènes	f45.4	lexiqueorg
douleur psychogène	f45.4	lexiqueorg
douleur psychogène	f45.4	lexiqueorg
douleur psychogènes	f45.4	lexiqueorg
douleurs psychogène	f45.4	lexiqueorg
douleurs psychogène	f45.4	lexiqueorg
douleurs psychogènes	f45.4	lexiqueorg
neutropénie cyclique	d70.4	lexiqueorg
neutropénie cyclique	d70.4	lexiqueorg
neutropénie cycliques	d70.4	lexiqueorg
neutropénie cyclique	d70.4	lexiqueorg
neutropénie cyclique	d70.4	lexiqueorg
neutropénie cycliques	d70.4	lexiqueorg
hémorragie digestif haut	k92.2	lexiqueorg
hémorragie digestif hautes	k92.2	lexiqueorg
hémorragie digestif haut	k92.2	lexiqueorg
hémorragie digestif hauts	k92.2	lexiqueorg
hémorragie digestif haute	k92.2	lexiqueorg
hémorragie digestif haute	k92.2	lexiqueorg
hémorragie digestif haute	k92.2	lexiqueorg
hémorragie digestive haut	k92.2	lexiqueorg
hémorragie digestive hautes	k92.2	lexiqueorg
hémorragie digestive haut	k92.2	lexiqueorg
hémorragie digestive hauts	k92.2	lexiqueorg
hémorragie digestive haute	k92.2	lexiqueorg
hémorragie digestive haute	k92.2	lexiqueorg
hémorragie digestive haute	k92.2	lexiqueorg
hémorragie digestif haut	k92.2	lexiqueorg
hémorragie digestif hautes	k92.2	lexiqueorg
hémorragie digestif haut	k92.2	lexiqueorg
hémorragie digestif hauts	k92.2	lexiqueorg
hémorragie digestif haute	k92.2	lexiqueorg
hémorragie digestif haute	k92.2	lexiqueorg
hémorragie digestif haute	k92.2	lexiqueorg
hémorragie digestifs haut	k92.2	lexiqueorg
hémorragie digestifs hautes	k92.2	lexiqueorg
hémorragie digestifs haut	k92.2	lexiqueorg
hémorragie digestifs hauts	k92.2	lexiqueorg
hémorragie digestifs haute	k92.2	lexiqueorg
hémorragie digestifs haute	k92.2	lexiqueorg
hémorragie digestifs haute	k92.2	lexiqueorg
hémorragie digestives haut	k92.2	lexiqueorg
hémorragie digestives hautes	k92.2	lexiqueorg
hémorragie digestives haut	k92.2	lexiqueorg
hémorragie digestives hauts	k92.2	lexiqueorg
hémorragie digestives haute	k92.2	lexiqueorg
hémorragie digestives haute	k92.2	lexiqueorg
hémorragie digestives haute	k92.2	lexiqueorg
hémorragie digestif haut	k92.2	lexiqueorg
hémorragie digestif hautes	k92.2	lexiqueorg
hémorragie digestif haut	k92.2	lexiqueorg
hémorragie digestif hauts	k92.2	lexiqueorg
hémorragie digestif haute	k92.2	lexiqueorg
hémorragie digestif haute	k92.2	lexiqueorg
hémorragie digestif haute	k92.2	lexiqueorg
hémorragie digestive haut	k92.2	lexiqueorg
hémorragie digestive hautes	k92.2	lexiqueorg
hémorragie digestive haut	k92.2	lexiqueorg
hémorragie digestive hauts	k92.2	lexiqueorg
hémorragie digestive haute	k92.2	lexiqueorg
hémorragie digestive haute	k92.2	lexiqueorg
hémorragie digestive haute	k92.2	lexiqueorg
hémorragie digestif haut	k92.2	lexiqueorg
hémorragie digestif hautes	k92.2	lexiqueorg
hémorragie digestif haut	k92.2	lexiqueorg
hémorragie digestif hauts	k92.2	lexiqueorg
hémorragie digestif haute	k92.2	lexiqueorg
hémorragie digestif haute	k92.2	lexiqueorg
hémorragie digestif haute	k92.2	lexiqueorg
hémorragie digestifs haut	k92.2	lexiqueorg
hémorragie digestifs hautes	k92.2	lexiqueorg
hémorragie digestifs haut	k92.2	lexiqueorg
hémorragie digestifs hauts	k92.2	lexiqueorg
hémorragie digestifs haute	k92.2	lexiqueorg
hémorragie digestifs haute	k92.2	lexiqueorg
hémorragie digestifs haute	k92.2	lexiqueorg
hémorragie digestives haut	k92.2	lexiqueorg
hémorragie digestives hautes	k92.2	lexiqueorg
hémorragie digestives haut	k92.2	lexiqueorg
hémorragie digestives hauts	k92.2	lexiqueorg
hémorragie digestives haute	k92.2	lexiqueorg
hémorragie digestives haute	k92.2	lexiqueorg
hémorragie digestives haute	k92.2	lexiqueorg
hémorragies digestif haut	k92.2	lexiqueorg
hémorragies digestif hautes	k92.2	lexiqueorg
hémorragies digestif haut	k92.2	lexiqueorg
hémorragies digestif hauts	k92.2	lexiqueorg
hémorragies digestif haute	k92.2	lexiqueorg
hémorragies digestif haute	k92.2	lexiqueorg
hémorragies digestif haute	k92.2	lexiqueorg
hémorragies digestive haut	k92.2	lexiqueorg
hémorragies digestive hautes	k92.2	lexiqueorg
hémorragies digestive haut	k92.2	lexiqueorg
hémorragies digestive hauts	k92.2	lexiqueorg
hémorragies digestive haute	k92.2	lexiqueorg
hémorragies digestive haute	k92.2	lexiqueorg
hémorragies digestive haute	k92.2	lexiqueorg
hémorragies digestif haut	k92.2	lexiqueorg
hémorragies digestif hautes	k92.2	lexiqueorg
hémorragies digestif haut	k92.2	lexiqueorg
hémorragies digestif hauts	k92.2	lexiqueorg
hémorragies digestif haute	k92.2	lexiqueorg
hémorragies digestif haute	k92.2	lexiqueorg
hémorragies digestif haute	k92.2	lexiqueorg
hémorragies digestifs haut	k92.2	lexiqueorg
hémorragies digestifs hautes	k92.2	lexiqueorg
hémorragies digestifs haut	k92.2	lexiqueorg
hémorragies digestifs hauts	k92.2	lexiqueorg
hémorragies digestifs haute	k92.2	lexiqueorg
hémorragies digestifs haute	k92.2	lexiqueorg
hémorragies digestifs haute	k92.2	lexiqueorg
hémorragies digestives haut	k92.2	lexiqueorg
hémorragies digestives hautes	k92.2	lexiqueorg
hémorragies digestives haut	k92.2	lexiqueorg
hémorragies digestives hauts	k92.2	lexiqueorg
hémorragies digestives haute	k92.2	lexiqueorg
hémorragies digestives haute	k92.2	lexiqueorg
hémorragies digestives haute	k92.2	lexiqueorg
troubles de la grossesse	o48	lexiqueorg
arthropathie syphilitique post-infectieuse sièges multiples	m03.10	lexiqueorg
carence en magnésium	e61.2	lexiqueorg
carence en magnésium	e61.2	lexiqueorg
carence en magnésium	e61.2	lexiqueorg
carence en magnésium	e61.2	lexiqueorg
carence en magnésium	e61.2	lexiqueorg
carence en magnésium	e61.2	lexiqueorg
carence en magnésium	e61.2	lexiqueorg
carence en magnésium	e61.2	lexiqueorg
carences en magnésium	e61.2	lexiqueorg
carences en magnésium	e61.2	lexiqueorg
carences en magnésium	e61.2	lexiqueorg
carences en magnésium	e61.2	lexiqueorg
syndrome post hallucinatoire persistant	f16	lexiqueorg
ostéonécrose aseptique idiopathique sièges multiples	m87.00	lexiqueorg
contusion pulmonaire	s27.3	lexiqueorg
contusion pulmonaire	s27.3	lexiqueorg
contusion pulmonaires	s27.3	lexiqueorg
contusions pulmonaire	s27.3	lexiqueorg
contusions pulmonaire	s27.3	lexiqueorg
contusions pulmonaires	s27.3	lexiqueorg
contusion pulmonaire	s27.3	lexiqueorg
contusion pulmonaire	s27.3	lexiqueorg
contusion pulmonaires	s27.3	lexiqueorg
séance d'aphérèse sanguine	z51.31	lexiqueorg
ostéochondrite juvénile du bassin bras	m91.02	lexiqueorg
déficit familial en lipoprotéine lipase	e78	lexiqueorg
arthropathie post-dysentérique cheville et pied	m02.17	lexiqueorg
fractures de plusieurs parties d'un membre inférieur	t02.3	lexiqueorg
malformation congénitale du genou	q74.1	lexiqueorg
cellulite orbitaire	h05.01	lexiqueorg
cellulite orbitaire	h05.01	lexiqueorg
cellulite orbitaires	h05.01	lexiqueorg
cellulite orbitaire	h05.01	lexiqueorg
cellulite orbitaire	h05.01	lexiqueorg
cellulite orbitaires	h05.01	lexiqueorg
cellulites orbitaire	h05.01	lexiqueorg
cellulites orbitaire	h05.01	lexiqueorg
cellulites orbitaires	h05.01	lexiqueorg
anomalies du métabolisme du phosphore	e83.3	lexiqueorg
approvisionnement insuffisant en eau potable	z58.6	lexiqueorg
calcul rénal	n20.9	lexiqueorg
calcul rénal	n20.9	lexiqueorg
calcul rénale	n20.9	lexiqueorg
calcul rénaux	n20.9	lexiqueorg
calcul rénales	n20.9	lexiqueorg
calculs rénal	n20.9	lexiqueorg
calculs rénal	n20.9	lexiqueorg
calculs rénale	n20.9	lexiqueorg
calculs rénaux	n20.9	lexiqueorg
calculs rénales	n20.9	lexiqueorg
calcul rénal	n20.9	lexiqueorg
calcul rénal	n20.9	lexiqueorg
calcul rénale	n20.9	lexiqueorg
calcul rénaux	n20.9	lexiqueorg
calcul rénales	n20.9	lexiqueorg
sclérose systémique progressif	m34.0	lexiqueorg
sclérose systémique progressives	m34.0	lexiqueorg
sclérose systémique progressif	m34.0	lexiqueorg
sclérose systémique progressive	m34.0	lexiqueorg
sclérose systémique progressif	m34.0	lexiqueorg
sclérose systémique progressives	m34.0	lexiqueorg
sclérose systémique progressif	m34.0	lexiqueorg
sclérose systémique progressive	m34.0	lexiqueorg
sclérose systémique progressif	m34.0	lexiqueorg
sclérose systémique progressives	m34.0	lexiqueorg
sclérose systémique progressif	m34.0	lexiqueorg
sclérose systémique progressive	m34.0	lexiqueorg
sclérose systémique progressif	m34.0	lexiqueorg
sclérose systémique progressives	m34.0	lexiqueorg
sclérose systémique progressif	m34.0	lexiqueorg
sclérose systémique progressive	m34.0	lexiqueorg
scléroses systémique progressif	m34.0	lexiqueorg
scléroses systémique progressives	m34.0	lexiqueorg
scléroses systémique progressif	m34.0	lexiqueorg
scléroses systémique progressive	m34.0	lexiqueorg
scléroses systémique progressif	m34.0	lexiqueorg
scléroses systémique progressives	m34.0	lexiqueorg
scléroses systémique progressif	m34.0	lexiqueorg
scléroses systémique progressive	m34.0	lexiqueorg
scléroser systémique progressif	m34.0	lexiqueorg
scléroser systémique progressives	m34.0	lexiqueorg
scléroser systémique progressif	m34.0	lexiqueorg
scléroser systémique progressive	m34.0	lexiqueorg
scléroser systémique progressif	m34.0	lexiqueorg
scléroser systémique progressives	m34.0	lexiqueorg
scléroser systémique progressif	m34.0	lexiqueorg
scléroser systémique progressive	m34.0	lexiqueorg
varice vulvaire	i86.3	lexiqueorg
varice vulvaire	i86.3	lexiqueorg
varice vulvaires	i86.3	lexiqueorg
varices vulvaire	i86.3	lexiqueorg
varices vulvaire	i86.3	lexiqueorg
varices vulvaires	i86.3	lexiqueorg
varice vulvaire	i86.3	lexiqueorg
varice vulvaire	i86.3	lexiqueorg
varice vulvaires	i86.3	lexiqueorg
otite interner	h83.09	lexiqueorg
otite interne	h83.09	lexiqueorg
otite internes	h83.09	lexiqueorg
otite internees	h83.09	lexiqueorg
otite interne	h83.09	lexiqueorg
otite internee	h83.09	lexiqueorg
otites interner	h83.09	lexiqueorg
otites interne	h83.09	lexiqueorg
otites internes	h83.09	lexiqueorg
otites internees	h83.09	lexiqueorg
otites interne	h83.09	lexiqueorg
otites internee	h83.09	lexiqueorg
otite interner	h83.09	lexiqueorg
otite interne	h83.09	lexiqueorg
otite internes	h83.09	lexiqueorg
otite internees	h83.09	lexiqueorg
otite interne	h83.09	lexiqueorg
otite internee	h83.09	lexiqueorg
défauts de la transformation post-traductionnelle des enzymes lysosomiaux	e77.0	lexiqueorg
hépatomégalie	r16.0	lexiqueorg
hépatomégalie	r16.0	lexiqueorg
souris intra-articulaire du genou	m23.4	lexiqueorg
cataracte sénile	h25	lexiqueorg
cataracte séniles	h25	lexiqueorg
cataracte sénile	h25	lexiqueorg
cataracte sénile	h25	lexiqueorg
cataracte séniles	h25	lexiqueorg
cataracte sénile	h25	lexiqueorg
cataractes sénile	h25	lexiqueorg
cataractes séniles	h25	lexiqueorg
cataractes sénile	h25	lexiqueorg
migraine ophtalmique	g43.8	lexiqueorg
migraine ophtalmique	g43.8	lexiqueorg
migraine ophtalmique	g43.8	lexiqueorg
migraine ophtalmique	g43.8	lexiqueorg
migraines ophtalmique	g43.8	lexiqueorg
migraines ophtalmique	g43.8	lexiqueorg
luxation du doigt	s63.1	lexiqueorg
luxation du doigt	s63.1	lexiqueorg
luxation du doigts	s63.1	lexiqueorg
luxation devoir doigt	s63.1	lexiqueorg
luxation devoir doigt	s63.1	lexiqueorg
luxation devoir doigts	s63.1	lexiqueorg
luxation devoir doigt	s63.1	lexiqueorg
luxation devoir doigt	s63.1	lexiqueorg
luxation devoir doigts	s63.1	lexiqueorg
luxation devoirs doigt	s63.1	lexiqueorg
luxation devoirs doigt	s63.1	lexiqueorg
luxation devoirs doigts	s63.1	lexiqueorg
luxations du doigt	s63.1	lexiqueorg
luxations du doigt	s63.1	lexiqueorg
luxations du doigts	s63.1	lexiqueorg
luxations devoir doigt	s63.1	lexiqueorg
luxations devoir doigt	s63.1	lexiqueorg
luxations devoir doigts	s63.1	lexiqueorg
luxations devoir doigt	s63.1	lexiqueorg
luxations devoir doigt	s63.1	lexiqueorg
luxations devoir doigts	s63.1	lexiqueorg
luxations devoirs doigt	s63.1	lexiqueorg
luxations devoirs doigt	s63.1	lexiqueorg
luxations devoirs doigts	s63.1	lexiqueorg
luxation du doigt	s63.1	lexiqueorg
luxation du doigt	s63.1	lexiqueorg
luxation du doigts	s63.1	lexiqueorg
luxation devoir doigt	s63.1	lexiqueorg
luxation devoir doigt	s63.1	lexiqueorg
luxation devoir doigts	s63.1	lexiqueorg
luxation devoir doigt	s63.1	lexiqueorg
luxation devoir doigt	s63.1	lexiqueorg
luxation devoir doigts	s63.1	lexiqueorg
luxation devoirs doigt	s63.1	lexiqueorg
luxation devoirs doigt	s63.1	lexiqueorg
luxation devoirs doigts	s63.1	lexiqueorg
infection postopératoire	y95	lexiqueorg
infection postopératoire	y95	lexiqueorg
infection postopératoires	y95	lexiqueorg
infections postopératoire	y95	lexiqueorg
infections postopératoire	y95	lexiqueorg
infections postopératoires	y95	lexiqueorg
infection postopératoire	y95	lexiqueorg
infection postopératoire	y95	lexiqueorg
infection postopératoires	y95	lexiqueorg
fracture du gros orteil	s92.4	lexiqueorg
anomalies de la contraction utérine et de la dilatation du col	o62	lexiqueorg
troubles mentaux et du comportement liés à l'utilisation de dérivés du cannabis syndrome de dépendance utilisation épisodique	f12.26	lexiqueorg
inhalation du contenu de l'estomac établissement collectif	w78.1	lexiqueorg
interruption de la grossesse affectant le foetus et le nouveau-né	p96.4	lexiqueorg
pian précoce	a66.6	lexiqueorg
pian précoces	a66.6	lexiqueorg
pian précoce	a66.6	lexiqueorg
pian précoce	a66.6	lexiqueorg
pian précoces	a66.6	lexiqueorg
pian précoce	a66.6	lexiqueorg
démence de la maladie de huntington	f02.24	lexiqueorg
hypotonie congénital	p94.2	lexiqueorg
hypotonie congénital	p94.2	lexiqueorg
hypotonie congénitales	p94.2	lexiqueorg
hypotonie congénitale	p94.2	lexiqueorg
hypotonie congénitaux	p94.2	lexiqueorg
hypotonie congénital	p94.2	lexiqueorg
hypotonie congénital	p94.2	lexiqueorg
hypotonie congénitales	p94.2	lexiqueorg
hypotonie congénitale	p94.2	lexiqueorg
hypotonie congénitaux	p94.2	lexiqueorg
shigellose à shigella flexneri	a03.1	lexiqueorg
sténose du larynx	j38.6	lexiqueorg
sténose du larynx	j38.6	lexiqueorg
sténose devoir larynx	j38.6	lexiqueorg
sténose devoir larynx	j38.6	lexiqueorg
sténose devoir larynx	j38.6	lexiqueorg
sténose devoir larynx	j38.6	lexiqueorg
sténose devoirs larynx	j38.6	lexiqueorg
sténose devoirs larynx	j38.6	lexiqueorg
sténose du larynx	j38.6	lexiqueorg
sténose du larynx	j38.6	lexiqueorg
sténose devoir larynx	j38.6	lexiqueorg
sténose devoir larynx	j38.6	lexiqueorg
sténose devoir larynx	j38.6	lexiqueorg
sténose devoir larynx	j38.6	lexiqueorg
sténose devoirs larynx	j38.6	lexiqueorg
sténose devoirs larynx	j38.6	lexiqueorg
troubles mentaux et du comportement liés à l'utilisation de dérivés du cannabis trouble psychotique	f12.55	lexiqueorg
fausser coucher	o03	lexiqueorg
fausser couchers	o03	lexiqueorg
fausser coucher	o03	lexiqueorg
fausser couche	o03	lexiqueorg
fausser couchee	o03	lexiqueorg
fausser couche	o03	lexiqueorg
fausser couches	o03	lexiqueorg
fausser couchees	o03	lexiqueorg
faux coucher	o03	lexiqueorg
faux couchers	o03	lexiqueorg
faux coucher	o03	lexiqueorg
faux couche	o03	lexiqueorg
faux couchee	o03	lexiqueorg
faux couche	o03	lexiqueorg
faux couches	o03	lexiqueorg
faux couchees	o03	lexiqueorg
faux coucher	o03	lexiqueorg
faux couchers	o03	lexiqueorg
faux coucher	o03	lexiqueorg
faux couche	o03	lexiqueorg
faux couchee	o03	lexiqueorg
faux couche	o03	lexiqueorg
faux couches	o03	lexiqueorg
faux couchees	o03	lexiqueorg
fausse coucher	o03	lexiqueorg
fausse couchers	o03	lexiqueorg
fausse coucher	o03	lexiqueorg
fausse couche	o03	lexiqueorg
fausse couchee	o03	lexiqueorg
fausse couche	o03	lexiqueorg
fausse couches	o03	lexiqueorg
fausse couchees	o03	lexiqueorg
fausses coucher	o03	lexiqueorg
fausses couchers	o03	lexiqueorg
fausses coucher	o03	lexiqueorg
fausses couche	o03	lexiqueorg
fausses couchee	o03	lexiqueorg
fausses couche	o03	lexiqueorg
fausses couches	o03	lexiqueorg
fausses couchees	o03	lexiqueorg
narcoleptique	g47.419	lexiqueorg
narcoleptique	g47.419	lexiqueorg
fatiguer chroniquer	r53.82	lexiqueorg
fatiguer chronique	r53.82	lexiqueorg
fatiguer chroniques	r53.82	lexiqueorg
fatiguer chronique	r53.82	lexiqueorg
fatigue chroniquer	r53.82	lexiqueorg
fatigue chronique	r53.82	lexiqueorg
fatigue chroniques	r53.82	lexiqueorg
fatigue chronique	r53.82	lexiqueorg
fatigue chroniquer	r53.82	lexiqueorg
fatigue chronique	r53.82	lexiqueorg
fatigue chroniques	r53.82	lexiqueorg
fatigue chronique	r53.82	lexiqueorg
fatigues chroniquer	r53.82	lexiqueorg
fatigues chronique	r53.82	lexiqueorg
fatigues chroniques	r53.82	lexiqueorg
fatigues chronique	r53.82	lexiqueorg
fatiguee chroniquer	r53.82	lexiqueorg
fatiguee chronique	r53.82	lexiqueorg
fatiguee chroniques	r53.82	lexiqueorg
fatiguee chronique	r53.82	lexiqueorg
fatiguees chroniquer	r53.82	lexiqueorg
fatiguees chronique	r53.82	lexiqueorg
fatiguees chroniques	r53.82	lexiqueorg
fatiguees chronique	r53.82	lexiqueorg
carence héréditaire en facteur ix	d67	lexiqueorg
chute d'une falaise lieu de sport et d'athlétisme	w15.3	lexiqueorg
foudre exploitation agricole	x33.7	lexiqueorg
foudre exploitation agricole	x33.7	lexiqueorg
foudre exploitation agricoles	x33.7	lexiqueorg
foudre exploitation agricole	x33.7	lexiqueorg
foudre exploitation agricole	x33.7	lexiqueorg
foudre exploitation agricoles	x33.7	lexiqueorg
foudre exploitations agricole	x33.7	lexiqueorg
foudre exploitations agricole	x33.7	lexiqueorg
foudre exploitations agricoles	x33.7	lexiqueorg
foudre exploitation agricole	x33.7	lexiqueorg
foudre exploitation agricole	x33.7	lexiqueorg
foudre exploitation agricoles	x33.7	lexiqueorg
foudre exploitation agricole	x33.7	lexiqueorg
foudre exploitation agricole	x33.7	lexiqueorg
foudre exploitation agricoles	x33.7	lexiqueorg
foudre exploitations agricole	x33.7	lexiqueorg
foudre exploitations agricole	x33.7	lexiqueorg
foudre exploitations agricoles	x33.7	lexiqueorg
foudres exploitation agricole	x33.7	lexiqueorg
foudres exploitation agricole	x33.7	lexiqueorg
foudres exploitation agricoles	x33.7	lexiqueorg
foudres exploitation agricole	x33.7	lexiqueorg
foudres exploitation agricole	x33.7	lexiqueorg
foudres exploitation agricoles	x33.7	lexiqueorg
foudres exploitations agricole	x33.7	lexiqueorg
foudres exploitations agricole	x33.7	lexiqueorg
foudres exploitations agricoles	x33.7	lexiqueorg
névrite acoustique au cours de maladies infectieuses et parasitaires classées ailleurs	h94.0	lexiqueorg
foetus et nouveau-né affectés par des maladies rénales et des voies urinaires de la mère	p00.1	lexiqueorg
diabète de type i	e10	lexiqueorg
arthrite au cours de la maladie de lyme sièges multiples	m01.20	lexiqueorg
aphasie expressif	f80.1	lexiqueorg
aphasie expressif	f80.1	lexiqueorg
aphasie expressifs	f80.1	lexiqueorg
aphasie expressive	f80.1	lexiqueorg
aphasie expressives	f80.1	lexiqueorg
aphasie expressif	f80.1	lexiqueorg
aphasie expressif	f80.1	lexiqueorg
aphasie expressifs	f80.1	lexiqueorg
aphasie expressive	f80.1	lexiqueorg
aphasie expressives	f80.1	lexiqueorg
troubles psychiatriques liés à l'alcool	f10	lexiqueorg
commotion et oedème de la moelle dorsale	s24.0	lexiqueorg
lésion traumatique de multiples nerfs au niveau de la hanche et de la cuisse	s74.7	lexiqueorg
anémie par carence en protéines	d53.0	lexiqueorg
plaie ouverte du pénis	s31.2	lexiqueorg
accident de deltaplane blessant un occupant	v96.1	lexiqueorg
rein hyperplasique et géant	q63.3	lexiqueorg
intoxication à la digoxine	t46.0	lexiqueorg
fièvre hémorragique de machupo	a96.1	lexiqueorg
maladie de kaschin-beck avant-bras	m12.13	lexiqueorg
tumeur maligne du rétropéritoine et du péritoine	c48	lexiqueorg
maladie de la glande sébacée	l70.8	lexiqueorg
ostéoporose localiser bras	m81.62	lexiqueorg
ostéoporose localiser bras	m81.62	lexiqueorg
ostéoporose localisé bras	m81.62	lexiqueorg
ostéoporose localisé bras	m81.62	lexiqueorg
ostéoporose localisés bras	m81.62	lexiqueorg
ostéoporose localisés bras	m81.62	lexiqueorg
ostéoporose localisées bras	m81.62	lexiqueorg
ostéoporose localisées bras	m81.62	lexiqueorg
ostéoporose localisé bras	m81.62	lexiqueorg
ostéoporose localisé bras	m81.62	lexiqueorg
ostéoporose localisée bras	m81.62	lexiqueorg
ostéoporose localisée bras	m81.62	lexiqueorg
ostéoporose localiser bras	m81.62	lexiqueorg
ostéoporose localiser bras	m81.62	lexiqueorg
ostéoporose localisé bras	m81.62	lexiqueorg
ostéoporose localisé bras	m81.62	lexiqueorg
ostéoporose localisés bras	m81.62	lexiqueorg
ostéoporose localisés bras	m81.62	lexiqueorg
ostéoporose localisées bras	m81.62	lexiqueorg
ostéoporose localisées bras	m81.62	lexiqueorg
ostéoporose localisé bras	m81.62	lexiqueorg
ostéoporose localisé bras	m81.62	lexiqueorg
ostéoporose localisée bras	m81.62	lexiqueorg
ostéoporose localisée bras	m81.62	lexiqueorg
